PROCESSO_ANATEL;PROTOCOLO_DATA;ACORDO_TIPO;PRESTADORA_1_CNPJ;PRESTADORA_1;PRESTADORA_1_SERV_MOD;PRESTADORA_2_CNPJ;PRESTADORA_2;PRESTADORA_2_SERV_MOD;DESPACHO_DECISORIO_SEI;DESPACHO_DECISORIO_DATA;CONCLUSAO_DATA;OBSERVACAO
53508.003158/2017-43;24/05/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LDN/LDI;08.241.841/0001-40;WIRELESSCONECTION SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;1692203;27/07/2017;27/07/2017;Classe: I.
53508.003155/2017-18;24/05/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;21.832.064/0001-29;ROCKETNET SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA LTDA;STFC-LOCAL;1706032;12/09/2017;12/09/2017;Classe: II.
53508.003164/2017-09;24/05/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;06.089.278/0001-63;TCHETURBO PROVEDOR DE INTERNET EIRELI;STFC-LOCAL;1830079;12/09/2017;12/09/2017;Classe: I.
53508.003154/2017-65;24/05/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;05.462.382/0001-99;A.P. OLIVEIRA & CIA INFORMÁTICA LTDA (CONECTCOR TELECOM);STFC-LOCAL;1703010;12/09/2017;12/09/2017;Classe: II.
53508.003161/2017-67;24/05/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LDN/LDI;05.980.171/0001-48;PREDLINK REDE DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;1830689;12/09/2017;12/09/2017;Classe: I.
53508.003211/2017-14;25/05/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;04.643.269/0001-47;ORION TELECOMUNICAÇÕES COMÉRCIO E SERVIÇOS LTDA - EPP;STFC-LOCAL/LDN/LDI;1624261;14/07/2017;20/07/2017;Classe: II.
53508.003212/2017-51;25/05/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;08.241.841/0001-40;WIRELESSCONECTION SERVIÇOS DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;1832438;12/09/2017;12/09/2017;Classe: II.
53508.003210/2017-61;25/05/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;10.552.549/0001-42;LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA (LAFAIETE TELECOM);STFC-LOCAL/LDN/LDI;1834976;12/09/2017;12/09/2017;Classe: I.
53508.003213/2017-03;25/05/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;05.462.382/0001-99;A.P. OLIVEIRA & CIA INFORMÁTICA LTDA (CONECTCOR TELECOM);STFC-LOCAL/LDN/LDI;1886883;21/09/2017;21/09/2017;Classe: II.
53508.003399/2017-92;02/06/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LDN/LDI;10.455.746/0001-43;EUTV CONSULTORIA E INTERMEDIAÇÃO DE NEGÓCIOS (SURF TELECOM);SMP;1619652;07/07/2017;11/07/2017;Classe: II.Ofício reenviado
53508.003397/2017-01;02/06/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;10.455.746/0001-43;EUTV CONSULTORIA E INTERMEDIAÇÃO DE NEGÓCIOS (SURF TELECOM);SMP;1619650;07/07/2017;11/07/2017;Classe: IV.Ofício reenviado
53508.003400/2017-89;02/06/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LOCAL;10.455.746/0001-43;EUTV CONSULTORIA E INTERMEDIAÇÃO DE NEGÓCIOS (SURF TELECOM);SMP;1619653;07/07/2017;11/07/2017;Classe: II.
53508.003398/2017-48;02/06/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;10.455.746/0001-43;EUTV CONSULTORIA E INTERMEDIAÇÃO DE NEGÓCIOS (SURF TELECOM);SMP;1619651;07/07/2017;11/07/2017;Classe: II.
53508.003394/2017-60;02/06/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;10.455.746/0001-43;EUTV CONSULTORIA E INTERMEDIAÇÃO DE NEGÓCIOS (SURF TELECOM);SMP;1619649;07/07/2017;11/07/2017;Classe: II.
53500.063537/2017-62;02/06/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;05.801.781/0001-28;LIZITEC INFORMÁTICA LTDA - ME;STFC-LOCAL/LDN/LDI;1632323;14/07/2017;20/07/2017;Classe: II.
53508.003387/2017-68;02/06/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;05.801.781/0001-28;LIZITEC INFORMÁTICA LTDA - ME;STFC-LOCAL/LDN/LDI;1634850;14/07/2017;14/07/2017;Classe: I.
53508.003452/2017-55;06/06/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LDN/LDI;12.489.398/0001-50;HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL;1690353;27/07/2017;27/07/2017;Classe: I.Ofício 403 e 404
53508.003451/2017-19;06/06/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LOCAL;12.489.398/0001-50;HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL;1690353;27/07/2017;27/07/2017;Classe: I.
53508.003533/2017-55;08/06/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;10.501.209/0001-92;TOQUE TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL;1622540;14/07/2017;20/07/2017;Classe: I.
53508.003532/2017-19;08/06/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;07.648.681/0001-48;QNET TELECOM LTDA - ME;STFC-LOCAL;1622045;14/07/2017;20/07/2017;Classe: I.
53508.003527/2017-06;08/06/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LOCAL;09.425.735/0001-31;ULTRANET TELECOMUNICAÇÕES LTDA;STFC-LOCAL;232;27/07/2017;27/07/2017;Classe: I.
53508.003530/2017-11;08/06/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;09.425.735/0001-31;ULTRANET TELECOMUNICAÇÕES LTDA;STFC-LOCAL;1692685;04/08/2017;04/08/2017;Classe: II.
53508.003534/2017-08;08/06/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;10.455.746/0001-43;EUTV CONSULTORIA E INTERMEDIAÇÃO DE NEGÓCIOS (SURF TELECOM);SMP;1884985;21/09/2017;21/09/2017;Classe: II.
53508.003566/2017-03;09/06/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;05.980.171/0001-48;PREDLINK REDE DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;1624794;14/07/2017;20/07/2017;Classe: I.
53508.003591/2017-89;12/06/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;08.056.131/0001-00;ACESSO TOTAL COMERCIO, INTERNET E SERVICOS LTDA;STFC-LOCAL;224;27/07/2017;27/07/2017;Classe: I.
53508.003592/2017-23;12/06/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;17.869.823/0001-50;SOFTDADOS TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL;1690383;27/07/2017;27/07/2017;Classe: I.
53508.003589/2017-18;12/06/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LOCAL;08.056.131/0001-00;ACESSO TOTAL COMERCIO, INTERNET E SERVICOS LTDA;STFC-LOCAL;227;27/07/2017;27/07/2017;Classe: I.
53508.003587/2017-11;12/06/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;17.869.823/0001-50;SOFTDADOS TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL;229;27/07/2017;27/07/2017;Classe: II.
53542.001833/2017-83;12/06/2017;ADITIVO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;SMP;01.102.038/0001-38;MARCELO MOREIRA DIONÍSIO GOIÁS TELECOMUNICAÇÕES (GOIÁS TELECOM);STFC-LOCAL;1785148;21/08/2017;21/08/2017;Classe: II.
53508.003590/2017-34;12/06/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LOCAL;17.869.823/0001-50;SOFTDADOS TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL;1717280;04/08/2017;04/08/2017;Classe: I.
53508.003916/2017-23;28/06/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LOCAL;15.171.237/0001-02;SUL AMERICANA SERVIÇOS DE TELEFONIA LTDA (SOUTHTECH);STFC-LOCAL;230;27/07/2017;27/07/2017;Classe: I.
53508.004048/2017-07;04/07/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;18.220.100/0001-99;INTERIP TECNOLOGIA;STFC-LOCAL;1716600;04/08/2017;04/08/2017;Classe: I.
53508.004045/2017-65;04/07/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;18.220.100/0001-99;INTERIP TECNOLOGIA;STFC-LOCAL;1789339;21/08/2017;21/08/2017;Classe: II.
53508.004311/2017-50;14/07/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;11.676.032/0001-28;OXMAN TECNOLOGIA LTDA;STFC-LOCAL;1715970;21/08/2017;21/08/2017;Classe: II.
53508.004312/2017-02;14/07/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;11.676.032/0001-28;OXMAN TECNOLOGIA LTDA;STFC-LOCAL;1714672;04/08/2017;04/08/2017;Classe: i.
53508.004313/2017-49;14/07/2017;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;11.676.032/0001-28;OXMAN TECNOLOGIA LTDA;STFC-LOCAL;1714191;04/08/2017;04/08/2017;Classe: I.
53508.004766/2017-75;08/08/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;05.985.085/0001-28;PALMASNET PARIS LTDA - ME;STFC-LOCAL;1859057;12/09/2017;18/09/2017;Classe: I.
53508.004775/2017-66;08/08/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;05.985.085/0001-28;PALMASNET PARIS LTDA - ME;STFC-LOCAL;1860889;12/09/2017;18/09/2017;Classe: I.
53508.005075/2017-99;22/08/2017;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;05.980.171/0001-48;PREDLINK REDE DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;1861897;12/09/2017;18/09/2017;Classe: I.
53508.005078/2017-22;22/08/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;05.980.171/0001-48;PREDLINK REDE DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;1862304;12/09/2017;18/09/2017;Classe: I.
53508.005077/2017-88;22/08/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;05.980.171/0001-48;PREDLINK REDE DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL;1864419;12/09/2017;18/09/2017;Classe: II.
53508.003567/2017-40;09/06/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;17.869.823/0001-50;SOFTDADOS TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL/LDN/LDI;221;04/08/2017;04/08/2017;Classe: I.
53508.003586/2017-76;08/06/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;12.489.398/0001-50;HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL/LDN/LDI;311;11/10/2017;11/10/2017;Classe: I.
53508.003586/2017-76;08/06/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;12.489.398/0001-50;HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL/LDN/LDI;312;11/10/2017;11/10/2017;Classe: II.
53508.003528/2017-42;08/06/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;13.498.018/0001-07;DIRETA COMUNICAÇÕES LTDA - ME;STFC-LOCAL;309;11/10/2017;11/10/2017;Classe: I.
53508.003525/2017-17;08/06/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;09.425.735/0001-31;ULTRANET TELECOMUNICAÇÕES LTDA;STFC-LOCAL;310;11/10/2017;11/10/2017;Classe: I.
53508.003917/2017-78;28/06/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LDN/LDI;15.171.237/0001-02;SUL AMERICANA SERVIÇOS DE TELEFONIA LTDA (SOUTHTECH);STFC-LOCAL;319;11/10/2017;11/10/2017;Classe: I.
53508.005525/2017-43;13/09/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;24.333.054/0001-37;ONE WORLD TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;1935152;11/10/2017;19/10/2017;Classe: I.
53508.005525/2017-43;13/09/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;24.333.054/0001-37;ONE WORLD TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;1935152;11/10/2017;19/10/2017;Classe: II.
53500.073471/2017-19;20/09/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;05.467.602/0001-77;CONNECTRONIC SERVIÇOS LTDA (CONNECTRONIC);STFC-LOCAL;1942757;11/10/2017;19/10/2017;Classe: I.
53500.073955/2017-68;22/09/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;04.643.269/0001-47;ORION TELECOMUNICAÇÕES COMÉRCIO E SERVIÇOS LTDA - EPP;STFC-LOCAL;1943507;11/10/2017;19/10/2017;Classe: I.
53508.004353/2017-91;21/09/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;15.171.237/0001-02;SUL AMERICANA SERVIÇOS DE TELEFONIA LTDA (SOUTHTECH);STFC-LOCAL;1944949;11/10/2017;19/10/2017;Classe: II.
53508.004047/2017-54;04/07/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;18.220.100/0001-99;INTERIP TECNOLOGIA;STFC-LOCAL;1979322;31/10/2017;31/10/2017;Classe: I.
53508.004308/2017-36;14/07/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;12.489.398/0001-50;HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL;2010633;31/10/2017;31/10/2017;Classe: II.
53508.004310/2017-13;14/07/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;12.489.398/0001-50;HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL;2010670;31/10/2017;31/10/2017;Classe: I.
53508.004309/2017-81;14/07/2017;CONTRATO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL;12.489.398/0001-50;HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL;2010713;31/10/2017;31/10/2017;Classe: I.
53508.004462/2017-16;24/07/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;08.664.106/0001-00;MELO TELECOMUNICAÇÕES LTDA-ME (GIGA BYTE TELECOM);STFC-LOCAL/LDN/LDI;1952186;11/10/2017;11/10/2017;Classe: II.
53500.073740/2017-47;24/07/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;08.664.106/0001-00;MELO TELECOMUNICAÇÕES LTDA-ME (GIGA BYTE TELECOM);STFC-LOCAL/LDN/LDI;2033853;31/10/2017;31/10/2017;Classe: I.
53508.004772/2017-22;08/08/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LOCAL;13.498.018/0001-07;DIRETA COMUNICAÇÕES LTDA - ME;STFC-LOCAL;2013615;31/10/2017;31/10/2017;Classe: I.
53508.004769/2017-17;08/08/2017;CONTRATO;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LDN/LDI;13.498.018/0001-07;DIRETA COMUNICAÇÕES LTDA - ME;STFC-LOCAL;2013517;31/10/2017;31/10/2017;Classe: I.
53508.004773/2017-77;08/08/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LOCAL;08.664.106/0001-00;MELO TELECOMUNICAÇÕES LTDA-ME (GIGA BYTE TELECOM);STFC-LOCAL;2035084;31/10/2017;31/10/2017;Classe: I.
53508.004767/2017-10;08/08/2017;CONTRATO;76.535.764/0001-43;OI S.A.;STFC-LDN/LDI;08.664.106/0001-00;MELO TELECOMUNICAÇÕES LTDA-ME (GIGA BYTE TELECOM);STFC-LOCAL;2035964;31/10/2017;31/10/2017;Classe: I.
53508.003449/2017-31;15/08/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;13.498.018/0001-07;DIRETA COMUNICAÇÕES LTDA - ME;STFC-LOCAL;1999988;31/10/2017;31/10/2017;Classe: II.
53504.010259/2017-19;04/09/2017;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;06.012.825/0001-02;VOITEL TELECOMUNICAÇÕES LTDA (NOVA DENOMINAÇÃO STELLAR);STFC-LOCAL;2010797;31/10/2017;31/10/2017;Classe: I.
53508.003961/2017-88;14/09/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;07.831.569/0001-48;OTS - OPTION TELECOM SERVIÇOS DE TELECOMUNICAÇÕES;STFC-LOCAL;1956604;11/10/2017;11/10/2017;Classe: II.
53508.002483/2017-99;11/08/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;09.607.157/0001-54;KLISA COMUNICAÇÕES & MULTIMÍDIA (CONECTV);STFC-LOCAL;2030717;31/10/2017;31/10/2017;Classe: II.
53500.074920/2017-46;29/09/2017;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;SMP;08.902.203/0001-85;BALDUSSI SOLUÇÕES LTDA - ME;STFC-LOCAL/LDN/LDI;2014008;31/10/2017;31/10/2017;Classe: II.
53508.003450/2017-66;02/10/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;03.076.075/0001-44;BT COMMUNICATIONS DO BRASIL LTDA;STFC-LOCAL;199795;31/10/2017;31/10/2017;Classe: II.
53500.076483/2017-03;11/10/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;17.869.823/0001-50;SOFTDADOS TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL/LDN/LDI;2031723;31/10/2017;31/10/2017;Classe: II.
53500.076248/2017-23;10/10/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;18.220.100/0001-99;INTERIP TECNOLOGIA;STFC-LOCAL/LDN/LDI;2036773;31/10/2017;31/10/2017;Classe: I.
53500.076248/2017-23;10/10/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;18.220.100/0001-99;INTERIP TECNOLOGIA;STFC-LOCAL/LDN/LDI;2036773;31/10/2017;31/10/2017;Classe: II.
53508.003183/2017-27;23/10/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;07.401.988/0001-40;FONAR TELECOMUNICAÇÃO BRASILEIRA LTDA - ME;STFC-LOCAL;2037639;31/10/2017;31/10/2017;Classe: II.
53508.002483/2017-99;11/08/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;10.501.209/0001-92;TOQUE TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL/LDN/LDI;2034038;31/10/2017;31/10/2017;Classe: II.
53504.203049/2015-01;07/12/2015;CONTRATO;71.208.516/0001-74;ALGAR TELECOM S/A;SMP;03.420.926/0001-24;GLOBAL VILLAGE TELECOM S.A. (GVT);STFC-LOCAL/LDN/LDI;2120542;17/11/2017;17/11/2017;Classe: II. Localização: SEI. Submetido apenas o Instrumento de pactuação. Não foi identificado no histórico de contratos homologados o contrato ALGAR (SMP) x GVT (STFC). Dispensa homologação. 
53508.003913/2017-90;28/06/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;08.056.131/0001-00;ACESSO TOTAL COMÉRCIO, INTERNET E SERVIÇOS - EPP;STFC-LOCAL;320;06/11/2017;06/11/2017;Classe: II.
53508.003914/2017-34;28/06/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;12.489.398/0001-50;HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL;324;06/11/2017;06/11/2017;Classe: II.
53508.003197/2017-41;21/09/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;08.885.393/0001-70;VIPNET BAIXADA TELECOM E INFORMÁTICA LTDA;STFC-LOCAL;1974172;31/10/2017;31/10/2017;Classe: II.
53500.079194/2017-58;01/11/2017;CONTRATO;71.208.516/0001-74;ALGAR TELECOM S/A;STFC-LDN/LDI;03.197.023/0001-26;UNITELCO;STFC-LOCAL;2125340;27/11/2017;30/11/2017;Classe: I.
53500.078082/2017-80;24/10/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;07.782.199/0001-04;MINUTES4ALL TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;2119389;27/11/2017;30/11/2017;Classe: II.
53500.073954/2017-13;22/09/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;19.534.299/0001-79;NIPTELECOM TELECOMUNICAÇÕES EIRELI;STFC-LOCAL;1935843;11/10/2017;11/10/2017;Classe: I.
53508.003702/2017-57;19/06/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;24.492.300/0001-01;FIBER VOX TELECOMUNICAÇÕES DO BRASIL EIRELI - ME;STFC-LOCAL/LDN/LDI;1962723;11/10/2017;11/10/2017;Classe: I.
53508.003702/2017-57;19/06/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;24.492.300/0001-01;FIBER VOX TELECOMUNICAÇÕES DO BRASIL EIRELI - ME;STFC-LOCAL/LDN/LDI;1962723;11/10/2017;11/10/2017;Classe: II.
53508.005483/2016-60;15/09/2016;ADITIVO;02.421.421/0001-11;INTELIG TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;33.000.118/0001-79;TELEMAR NORTE LESTE S.A.;STFC-LOCAL/LDN/LDI;2015370;31/10/2017;31/10/2017;Classe: I. Localização: SEI. 
53508.000292/2017-92;13/01/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;06.012.825/0001-02;VOITEL TELECOMUNICAÇÕES LTDA (NOVA DENOMINAÇÃO STELLAR);STFC-LOCAL;2010797;31/10/2017;31/10/2017;Classe: I. Localização: SEI. Ofício 379
53500.067166/2017-98;04/08/2017;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;SMP;05.980.171/0001-48;PREDLINK REDE DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;2011433;14/11/2017;14/11/2017;Classe: II.
53508.004771/2017-88;08/08/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;05.985.085/0001-28;PALMASNET PARIS LTDA - ME;STFC-LOCAL;2061503;27/11/2017;27/11/2017;Classe: II.
53500.074928/2017-11;29/09/2017;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;SMP;13.498.018/0001-07;DIRETA COMUNICAÇÕES LTDA - ME;STFC-LOCAL/LDN/LDI;2040795;27/11/2017;27/11/2017;Classe: II.
53508.000168/2017-27;10/01/2017;ADITIVO;04.206.050/0001-80;TIM CELULAR S.A.;SMP;13.114.336/0001-27;ADYLNET ACESSO A INTERNET LTDA;STFC-LOCAL;1624188;07/12/2017;07/12/2017;Classe: II. Localização: SEI. Tratado no processo nº 53528.001854/2017-87
53508.004765/2017-21;08/08/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;STFC-LOCAL/LDN/LDI;05.597.358/0001-67;ESPAS TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL/LDN/LDI;1985308;15/12/2017;21/12/2017;Classe: I.Data de publicação no Boletim de Serviço
53508.004765/2017-21;08/08/2017;CONTRATO;40.432.544/0001-47;CLARO S.A.;SMP;05.597.358/0001-67;ESPAS TELECOMUNICAÇÕES LTDA - EPP;STFC-LOCAL/LDN/LDI;1986039;31/10/2017;21/12/2017;Classe: II.
53508.003181/2017-38;25/10/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;10.501.209/0001-92;TOQUE TELECOMUNICAÇÕES LTDA - ME;STFC-LOCAL;2194069;28/12/2017;28/12/2017;Classe: II.
53508.003194/2017-15;25/10/2017;CONTRATO;05.423.963/0001-11;OI MÓVEL S.A.;SMP;09.580.731/0001-28;BMBB SERVIÇOS DE COMUNICAÇÃO LTDA;STFC-LOCAL;2195009;28/12/2017;28/12/2017;Classe: II.
53500.080426/2017-11;09/11/2017;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;SMP;05.985.085/0001-28;PALMASNET PARIS LTDA - ME;STFC-LOCAL/LDN/LDI;2201734;28/12/2017;28/12/2017;Classe: II.
53500.080400/2017-72;09/11/2017;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;SMP;08.056.131/0001-00;ACESSO TOTAL COMÉRCIO, INTERNET E SERVIÇOS - EPP;STFC-LOCAL/LDN/LDI;2208293;28/12/2017;28/12/2017;Classe: II.
53500.083315/2017-66;01/12/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;18.515.241/0001-85;MIGTEL TELECOMUNICAÇÕES LTDA;STFC-LOCAL;2210475;28/12/2017;28/12/2017;Classe: I.
53500.083322/2017-68;01/12/2017;CONTRATO;04.206.050/0001-80;TIM CELULAR S.A.;STFC-LDN/LDI;16.995.709/0001-04;GLOBAL TELECOM EIRELI;STFC-LOCAL;2278875;19/01/2018;19/01/2018;Classe: I.
53500.082562/2017-45;27/11/2017;CONTRATO;71.208.516/0001-74;ALGAR TELECOM S/A;STFC-LOCAL/LDN/LDI;19.534.299/0001-79;NIPTELECOM TELECOMUNICAÇÕES EIRELI;STFC-LOCAL/LDN/LDI;2278687;19/01/2018;19/01/2018;Classe: I.
53500.067166/2017-98;04/08/2017;CONTRATO;02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;STFC-LOCAL/LDN/LDI;05.980.171/0001-48;PREDLINK REDE DE TELECOMUNICAÇÕES LTDA;STFC-LOCAL/LDN/LDI;2358407;23/02/2018;23/02/2018;Classe: I.
